id:ID,names,size:int,labels:LABEL,rho:double
Luspatercept,Luspatercept,25,drug,0.520811792
STAT3,STAT3,41763,gene:protein,0.6294487899192387
DKK3,DKK3,194,gene:protein,0.5871792995
EZH2,EZH2,6895,gene:protein,0.605913281205821
NUMB,NUMB,24,gene:protein,0.5998762879999999
tazemetostat,tazemetostat,49,drug,0.5
extracellular_exosome,extracellular exosome,2748,cellular component,0.5
F12,F12,794,gene:protein,0.5764453087719296
PC-12_cell,PC-12 cell,12,enzyme source,0.5
cell_dedifferentiation,cell dedifferentiation,4,biological process,0.25341775
ITGB1,ITGB1,336,gene:protein,0.6594247437254902
GFAP,GFAP,550,gene:protein,0.590292832314815
hydrochlorothiazide,hydrochlorothiazide,10,drug,0.5072751388888889
Cyclophosphamide,Cyclophosphamide,266,drug,0.5
Trastuzumab,Trastuzumab,1458,drug,0.5209624412299465
ERBB2,ERBB2,8798,gene:protein,0.6437707195886069
spironolactone,spironolactone,104,drug,0.5
negative_regulation_of_kinase_activity,negative regulation of kinase activity,929,biological process,0.5006354834429064
prostacyclin,prostacyclin,41,other,0.5099637768181818
Nitric_Oxide,Nitric Oxide,676,drug,0.5121490421798366
ifosfamide,ifosfamide,198,drug,0.5
chronic_kidney_disease,chronic kidney disease,2617,disease,0.52263522105
DCX,DCX,9706,gene:protein,0.3110327896146045
coculture,coculture,1020,enzyme source,0.5
kidney,kidney,5298,enzyme source,0.1428822813433679
interleukin-12_receptor_binding,interleukin-12 receptor binding,2457,molecular function,0.5
FKBP1B,FKBP1B,3,gene:protein,0.74685125
DLC1,DLC1,409,gene:protein,0.6514911752380952
cancer,cancer,358,disease,0.5271413879518072
NOD2,NOD2,2325,gene:protein,0.5990302159791119
interleukin-8_receptor_binding,interleukin-8 receptor binding,2305,molecular function,0.500215146402754
mitochondrial_chromosome,mitochondrial chromosome,1138,cellular component,0.5206722109550559
cornea,cornea,157,enzyme source,0.5
wound_healing,wound healing,611,biological process,0.5
IFIH1,IFIH1,123,gene:protein,0.7071194510714286
neutrophil,neutrophil,2100,enzyme source,0.125
PNPT1,PNPT1,15,gene:protein,0.619560525
SUPV3L1,SUPV3L1,4,gene:protein,0.6455451666666666
myofibroblast,myofibroblast,73,enzyme source,0.5
reactive_oxygen_species_biosynthetic_process,reactive oxygen species biosynthetic process,616,biological process,0.5038602913503648
keratocyte,keratocyte,1,enzyme source,0.5
DDX58,DDX58,222,gene:protein,0.6882158883333336
TRGJ2,TRGJ2,81,gene,0.5
cystic_fibrosis,cystic fibrosis,1722,disease,0.5047002911678833
BRAF,BRAF,3807,gene:protein,0.6329734299056602
Adalimumab,Adalimumab,262,drug,0.5621907553333333
type_2_diabetes_mellitus,type 2 diabetes mellitus,715,disease,0.5082934110059173
morbid_obesity,morbid obesity,29,disease,0.5
doxycycline,doxycycline,446,drug,0.5
Follitropin,Follitropin,206,drug,0.5119167943137255
cranium,cranium,438,enzyme source,0.500499808235294
lymphatic_system_disease,lymphatic system disease,91,disease,0.511191392
groin,groin,39,enzyme source,0.5
vemurafenib,vemurafenib,513,drug,0.5
vitamin B12,vitamin B12,291,other,0.5
vitamin_B12_deficiency,vitamin B12 deficiency,46,disease,0.366666672173913
neuropathy,neuropathy,386,disease,0.5004464774172186
metformin,metformin,2625,drug,0.5003852081355932
foot,foot,161,enzyme source,0.1452439793506492
reflex,reflex,135,biological process,0.0999999999999999
AIFM1,AIFM1,510,gene:protein,0.6261142693406592
pernicious_anemia,pernicious anemia,24,disease,0.5
EDTA,EDTA,1403,other,0.5042545530885783
CD55,CD55,1139,gene:protein,0.3922260589497717
MMD,MMD,230,gene:protein,0.5181659966666666
CBLIF,CBLIF,951,gene:protein,0.5479386933082705
TNFAIP1,TNFAIP1,511,gene:protein,0.5866553846666667
potassium:proton_exchanging_ATPase_complex,potassium:proton exchanging ATPase complex,63,cellular component,0.5
talus,talus,133,enzyme source,0.5015840229090909
GYPA,GYPA,518,gene:protein,0.6045043963725492
style,style,232,enzyme source,0.5
AAVS1,AAVS1,1048,gene,0.5003401359047619
AIMP1,AIMP1,15,gene:protein,0.625772985
OLR1,OLR1,159,gene:protein,0.6465395073333333
acute_interstitial_pneumonia,acute interstitial pneumonia,76,disease,0.5989018725
C5AR1,C5AR1,292,gene:protein,0.5741368451999999
TCEA1,TCEA1,89,gene:protein,0.5561416211111112
IL16,IL16,222,gene:protein,0.60971396875
CRP,CRP,4736,gene:protein,0.591705898907036
Medroxyprogesterone_acetate,Medroxyprogesterone acetate,361,drug,0.5183676321818181
plasma_cell_differentiation,plasma cell differentiation,95,biological process,0.5013477094339622
peroxidase_activity,peroxidase activity,655,molecular function,0.4780518547354257
IL21,IL21,973,gene:protein,0.6165074486885244
monocyte,monocyte,1454,enzyme source,0.3336563374030986
alternative_complement_pathway,alternative complement pathway,128,pathway,0.5014784951612904
PRTN3,PRTN3,312,gene:protein,0.5928192001851853
T_cell_proliferation,T cell proliferation,782,biological process,0.5048380450116009
B_cell_differentiation,B cell differentiation,321,biological process,0.508483212278481
signaling,signaling,5153,biological process,0.5011626490764334
LPA,LPA,1821,gene:protein,0.5398682435588972
CD200R1,CD200R1,438,gene:protein,0.5618875378787878
hepatitis,hepatitis,1135,disease,0.3523742927979277
TLR7,TLR7,692,gene:protein,0.6489115445890413
tail,tail,1794,anatomical entity:enzyme source,0.5
MT-CO2,MT-CO2,492,gene:protein,0.1297738427281553
influenza,influenza,2737,disease,0.3511089216222204
COP9_signalosome,COP9 signalosome,104,cellular component,0.5061771096078431
DOK2,DOK2,26,gene:protein,0.607360924
CD48,CD48,290,gene:protein,0.6163761164893615
NANS,NANS,1606,gene:protein,0.5421226788262913
COVID-19,COVID-19,5606,disease,0.5075030071481481
Scott_syndrome,Scott syndrome,24,disease,0.5
ATP6V0A2,ATP6V0A2,651,gene:protein,0.6025842421875
Streptomycin,Streptomycin,1171,drug,0.5149270989164784
FBXO8,FBXO8,3682,gene:protein,0.5002273036134935
ciliary_vesicle,ciliary vesicle,925,cellular component,0.5
ENO1,ENO1,701,gene:protein,0.6959814337142857
ENG,ENG,789,gene:protein,0.6379490558461537
SDC1,SDC1,8106,gene:protein,0.6076158333368756
cutaneous_mastocytosis,cutaneous mastocytosis,9327,disease,0.4995691006760909
THY1,THY1,1025,gene:protein,0.6467443524210527
GO:0042981,GO:0042981,2,other,0.545220315
CENPU,CENPU,20,gene:protein,0.6818583
retinol_dehydrogenase_activity,retinol dehydrogenase activity,1678,molecular function,0.5
chromosome_movement_towards_spindle_pole,chromosome movement towards spindle pole,1,biological process,0.5
kinetochore,kinetochore,97,cellular component,0.3333333399999998
C12orf42,C12orf42,8,gene,0.55
ZNF804A,ZNF804A,6,gene:protein,0.60119643
SOX17,SOX17,169,gene:protein,0.659728167826087
ZFP82,ZFP82,3,gene:protein,0.5625206199999999
finger,finger,1223,enzyme source,0.5000918274380165
TRIM58,TRIM58,2,gene:protein,0.5196292499999999
carmustine,carmustine,200,drug,0.5050805616981132
glioblastoma,glioblastoma,4944,disease,0.2880781280484448
VTN,VTN,132,gene:protein,0.6029496805263159
central_nervous_system,central nervous system,2797,enzyme source,0.517172642780374
TF,TF,2334,gene:protein,0.575568522731278
glioblastoma_multiforme_cell_line,glioblastoma multiforme cell line,254,enzyme source,0.5
MDM2,MDM2,5210,gene:protein,0.6396843408608057
CDH5,CDH5,207,gene:protein,0.6234027318333334
Carmustine,Carmustine,17,drug,0.5081018555555556
BCNU,BCNU,105,other,0.5151008480952382
PXN,PXN,263,gene:protein,0.6291012688095238
phosphate_acetyltransferase_activity,phosphate acetyltransferase activity,216,molecular function,0.5
bioluminescence,bioluminescence,240,biological process,0.5
MMRN1,MMRN1,3621,gene:protein,0.5416544876388893
fenofibrate,fenofibrate,167,drug,0.5
regulation_of_oxidative_phosphorylation,regulation of oxidative phosphorylation,601,biological process,0.5006381039682541
lipid_metabolic_process,lipid metabolic process,268,biological process,0.5165762404605264
NADPH_dehydrogenase_(quinone)_activity,NADPH dehydrogenase (quinone) activity,196,molecular function,0.5
CYBB,CYBB,200,gene:protein,0.6495518293749999
oxidative_phosphorylation,oxidative phosphorylation,394,biological process,0.5
cAMP-dependent_protein_kinase_activity,cAMP-dependent protein kinase activity,4757,molecular function,0.5
NLRP3,NLRP3,1432,gene:protein,0.6523426676506024
SREBF1,SREBF1,269,gene:protein,0.6301053175000001
electron_transporter__transferring_electrons_within_cytochrome_b6/f_complex_of_photosystem_II_activity,electron transporter transferring electrons within cytochrome b6/f complex of photosystem II activity,1300,molecular function,0.1111111100000012
CYP2C18,CYP2C18,6,gene:protein,0.52399081
endothelial_cell_migration,endothelial cell migration,84,biological process,0.1255907386153846
memory,memory,5018,biological process,0.2006413916091922
fatty_acid_oxidation,fatty acid oxidation,73,biological process,0.1145236751818182
metabolic_process,metabolic process,3212,biological process,0.5151198170965565
glycolytic_process,glycolytic process,2604,biological process,0.352136494985336
clofibrate,clofibrate,12,drug,0.5
TNFSF10,TNFSF10,6945,gene:protein,0.618703421243523
SH-SY5Y_cell,SH-SY5Y cell,24,enzyme source,0.5
BCL2,BCL2,14925,gene:protein,0.6378753705392383
superoxide_dismutase_activity,superoxide dismutase activity,962,molecular function,0.5043149936309524
gestational_diabetes,gestational diabetes,120,disease,0.5234006813333333
root_nodule,root nodule,374,enzyme source,0.5
cortisol,cortisol,347,other,0.5021319647619048
toxic_shock_syndrome,toxic shock syndrome,391,disease,0.5003787881818181
corticotropin-releasing_hormone_signaling_pathway,corticotropin-releasing hormone signaling pathway,58,pathway,0.598380191111111
paraganglioma,paraganglioma,21,disease,0.5
Thyroglobulin,Thyroglobulin,1,other,0.5625
Metformin,Metformin,244,drug,0.5011783564102564
ACTH,ACTH,237,other,0.2530993038709677
DM,DM,1031,other,0.5
IL18,IL18,1228,gene:protein,0.6230042811855669
PSME3,PSME3,452,gene:protein,0.6410713543010753
LY86,LY86,22,gene:protein,0.5918513025000001
CD40LG,CD40LG,1201,gene:protein,0.6325921563265301
EXOSC10,EXOSC10,1757,gene:protein,0.6552812574709304
common_variable_immunodeficiency,common variable immunodeficiency,293,disease,0.5367256580555557
TCIRG1,TCIRG1,563,gene:protein,0.6196499213740456
IKBKG,IKBKG,414,gene:protein,0.6726086440909089
dermatitis,dermatitis,67,disease,0.5073114400000001
acetaldehyde_dehydrogenase_(acetylating)_activity,acetaldehyde dehydrogenase (acetylating) activity,697,molecular function,0.6012538023364483
G6PD,G6PD,206,gene:protein,0.6401156507407408
IFNGR1,IFNGR1,45,gene:protein,0.6643700000000001
S100A12,S100A12,434,gene:protein,0.6486465859722224
hemophagocytic_lymphohistiocytosis,hemophagocytic lymphohistiocytosis,35,disease,0.1797713488888888
ATM,ATM,2989,gene:protein,0.6655656590960458
IL18BP,IL18BP,64,gene:protein,0.5463554581818181
MCF2L,MCF2L,53,gene:protein,0.5339603765
P4HTM,P4HTM,13,gene:protein,0.5398547777777778
F11,F11,58,gene:protein,0.6088870499999999
EXOSC2,EXOSC2,149,gene:protein,0.6784802478378378
TIGIT,TIGIT,2367,gene:protein,0.6388554040579708
disease_by_infectious_agent,disease by infectious agent,167,disease,0.5110448255172414
adenosine_deaminase_activity,adenosine deaminase activity,1,molecular function,0.2
hematopoietic_stem_cell,hematopoietic stem cell,1142,enzyme source,0.5008780180679785
ELF3,ELF3,348,gene:protein,0.6016017735294117
autoimmune_hepatitis,autoimmune hepatitis,29,disease,0.5
eosinophil,eosinophil,281,enzyme source,0.5
DOCK8,DOCK8,31,gene:protein,0.6111785312499999
lamina_propria,lamina propria,91,enzyme source,0.5
phenylalanine_dehydrogenase_activity,phenylalanine dehydrogenase activity,470,molecular function,0.5
ZNF362,ZNF362,70,gene:protein,0.5345287284615383
dupilumab,dupilumab,24,drug,0.5
Nijmegen_breakage_syndrome,Nijmegen breakage syndrome,816,disease,0.5010589042553192
PID,PID,226,other,0.5
IVIG,IVIG,729,other,0.5005020624475525
status_epilepticus,status epilepticus,28,disease,0.5
CD38,CD38,8199,gene:protein,0.6102833142256636
human_immunodeficiency_virus_infectious_disease,human immunodeficiency virus infectious disease,296,disease,0.5
IL10,IL10,4291,gene:protein,0.6224787929615758
PECAM1,PECAM1,979,gene:protein,0.6188729736749121
CCR5,CCR5,1692,gene:protein,0.6437330770443352
GPNMB,GPNMB,239,gene:protein,0.5897812883653847
NDC80,NDC80,337,gene:protein,0.6218315014814816
AGRP,AGRP,725,gene:protein,0.5054743170930234
adenosine,adenosine,2113,drug,0.5005259315163935
Sodium_bicarbonate,Sodium bicarbonate,205,drug,0.5426652823577234
urine,urine,4746,enzyme source,0.5
hypokalemia,hypokalemia,80,disease,0.5
Sodium_chloride,Sodium chloride,110,drug,0.5
RAPGEF5,RAPGEF5,1384,gene:protein,0.5008820265248227
hematopoietic_system_disease,hematopoietic system disease,40,disease,0.5419616123529414
cerebrovascular_disease,cerebrovascular disease,1420,disease,0.513287779232082
sickle_cell_anemia,sickle cell anemia,10,disease,0.5
peritonitis,peritonitis,204,disease,0.5013071905882353
phagocytosis,phagocytosis,1453,biological process,0.3333333399999981
marrow_cell,marrow cell,338,enzyme source,0.4970811965775401
MYD88,MYD88,2202,gene:protein,0.6245652758064517
acalabrutinib,acalabrutinib,94,drug,0.5
GLI2,GLI2,1958,gene:protein,0.616146778721591
GADD45B,GADD45B,388,gene:protein,0.6384908241666668
TIRAP,TIRAP,165,gene:protein,0.6389001154838708
interleukin-10_production,interleukin-10 production,128,biological process,0.5
negative_regulation_of_apoptotic_process,negative regulation of apoptotic process,1149,biological process,0.5021035739100347
interleukin-1_production,interleukin-1 production,83,biological process,0.4957264958974359
Niraparib,Niraparib,15,drug,0.5
CASP8AP2,CASP8AP2,116,gene:protein,0.6348518863157896
NR3C2,NR3C2,1517,gene:protein,0.5955714880468747
thorax,thorax,2034,enzyme source,0.5010495016716418
anthranilate_phosphoribosyltransferase_activity,anthranilate phosphoribosyltransferase activity,17,molecular function,0.5
KIFBP,KIFBP,1,gene:protein,0.5
ROM1,ROM1,125,gene:protein,0.5269960477777778
Human_papillomavirus_infectious_disease,Human papillomavirus infectious disease,4183,disease,0.5
trachea,trachea,118,enzyme source,0.5
superior_vena_cava,superior vena cava,29,enzyme source,0.5
sternocleidomastoid_muscle,sternocleidomastoid muscle,6,enzyme source,0.5
jugular_vein,jugular vein,70,enzyme source,0.5
phrenic_nerve,phrenic nerve,6,enzyme source,0.5
amyloidosis,amyloidosis,3817,disease,0.1007298130729176
GLS2,GLS2,114,gene:protein,0.56061886
SH2D1A,SH2D1A,628,gene:protein,0.6065381513698631
cardiac_muscle_fiber,cardiac muscle fiber,376,enzyme source,0.4968553459433962
MAPK1,MAPK1,164,gene:protein,0.6646165067391303
ACTB,ACTB,167,gene:protein,0.7004955211864408
C-X-C_motif_chemokine_12_receptor_activity,C-X-C motif chemokine 12 receptor activity,13465,molecular function,0.6203136067250823
CXCR5,CXCR5,640,gene:protein,0.5981546249295774
CXCR1,CXCR1,319,gene:protein,0.640979814935065
CXCR3,CXCR3,917,gene:protein,0.6659708216312057
CXCR6,CXCR6,201,gene:protein,0.609192235483871
CXCL12,CXCL12,5322,gene:protein,0.6281788764634146
CXCR2,CXCR2,636,gene:protein,0.6545323294214876
GNB1,GNB1,3,gene:protein,0.7037620333333333
HMOX1,HMOX1,2657,gene:protein,0.6309951456020941
oocyte,oocyte,157,enzyme source,0.2519468864
metaphase,metaphase,310,biological process,0.1111111099999998
MITF,MITF,1416,gene:protein,0.6088993482530117
HMOX2,HMOX2,52,gene:protein,0.57015669
MAP2K3,MAP2K3,118,gene:protein,0.630630191923077
oocyte_maturation,oocyte maturation,14,biological process,0.5
fertilization,fertilization,107,biological process,0.2506640447619047
oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen,oxidoreductase activity acting on single donors with incorporation of molecular oxygen,59,molecular function,0.5
melatonin,melatonin,598,drug,0.502733236734694
MSLN,MSLN,392,gene:protein,0.6073789737499999
MAPK14,MAPK14,7891,gene:protein,0.623098627968912
BRD1,BRD1,194,gene:protein,0.5757100327083333
culture_fluid,culture fluid,1744,enzyme source,0.5012110922853958
egg_coat,egg coat,14,cellular component,0.5
germinal_vesicle,germinal vesicle,4,cellular component,0.5
corm,corm,1,enzyme source,0.5
severe_acute_respiratory_syndrome,severe acute respiratory syndrome,699,disease,0.5232748886597938
TLR2,TLR2,968,gene:protein,0.656987683268293
TLR4,TLR4,2599,gene:protein,0.6361324495121949
lung_non-small_cell_carcinoma,lung non-small cell carcinoma,5278,disease,0.5312592127405856
UHRF1,UHRF1,371,gene:protein,0.6390758000000002
SUV39H2,SUV39H2,52,gene:protein,0.6680970146153845
lung_large_cell_carcinoma,lung large cell carcinoma,11,disease,0.3469387785714285
TTF2,TTF2,3,gene:protein,0.73495674
lung_adenocarcinoma,lung adenocarcinoma,85,disease,0.1533376996
lung_squamous_cell_carcinoma,lung squamous cell carcinoma,80,disease,0.3333333399999997
RAD54L,RAD54L,1,gene:protein,0.6072315
NSD2,NSD2,2633,gene:protein,0.6446860737121213
DNMT1,DNMT1,1753,gene:protein,0.6326291851102943
HDAC1,HDAC1,2243,gene:protein,0.6544499907817589
warfarin,warfarin,407,drug,0.5
MGP,MGP,93,gene:protein,0.5896716422222222
coronary_artery,coronary artery,312,enzyme source,0.5
AHSG,AHSG,5,gene:protein,0.529781486
AURKB,AURKB,703,gene:protein,0.6373933143925234
MIR205,MIR205,245,gene,0.5
CLEC3B,CLEC3B,46,gene:protein,0.5
ELK3,ELK3,19,gene:protein,0.6205348757142858
PTGS2,PTGS2,2947,gene:protein,0.6009935656555774
L1CAM,L1CAM,91,gene:protein,0.611966509
cargo_receptor_ligand_activity,cargo receptor ligand activity,738,molecular function,0.5
viral_hepatitis,viral hepatitis,58,disease,0.5
urinary_bladder_cancer,urinary bladder cancer,1186,disease,0.5035936117699117
response_to_drug,response to drug,2008,biological process,0.4996773454410377
clear_cell_renal_cell_carcinoma,clear cell renal cell carcinoma,106,disease,0.5
bone_regeneration,bone regeneration,97,biological process,0.5
adipose_tissue,adipose tissue,1512,enzyme source,0.4997798348510638
(R)-citramalyl-CoA_lyase_activity,(R)-citramalyl-CoA lyase activity,109,molecular function,0.5
